LTGNR,KD_LTGNR,SLNR,LAENG,ART,QUERS,FARBE,KSID,ABGRIF1,KA1,ANSCH1,ABGRIF2,KA2,ANSCH2,PLATZ,BGID,TARGET_BG,BG_LIDENT,BG_CIDENT,Kaufteil,SEAL1,SEAL2,TOP1,TOP2,MW_IDENT,LIDENT,SL_LIDENT,CIDENT,KD_ABGRIF1,KD_ABGRIF2,V_IDENT,V_IDENT_VERS,SIGNAL,LTG_KENNUNG
167,167,,430,YR,"2,5",br ge,P1223507,MB638B,1,2661,SP_MB638B,,,01b,BM638R,band,,,,,,,16,906533,L0526094,,C1364596,MB638B,SP_MB638B,V1202239,3,M.31..MB638_B1,
168,168,,990,YR,"0,35",rt bl,P1223507,QKI,8X,24148,SP_30F19,,,02c,band,pfsb,,,,,,,16,950141,L0461012,,C1930263,QKI,SP_30F19,,,V.30A..LVI_F19,SIGNAL
169,169,,1150,YR,"0,5",br ws,P1223507,QKI,6X,1019781,SP_MB639C1,,,02c,BG639C,band,,,,,,,16,905040,L0844462,,C2132425,QKI,SP_MB639C1,V1201089,17,M.31..MB639_C1,
174,174,,1740,YR,"0,75",br,P1223508,SP_MB687A,,,SP_MB687A3,,,19s,band,pfsb,,,,,,16,16,905302,L0092377,,C1367813,SP_MB687A,SP_MB687A3,,,M.31..MB687_A1,
174,174,,1740,YR,"0,75",br,P1223510,SP_MB687A,,,SP_MB687A3,,,19s,band,pfsb,,,,,,16,16,905302,L0092377,,C1367813,SP_MB687A,SP_MB687A3,,,M.31..MB687_A1,
174,174,,1740,YR,"0,75",br,P1223514,SP_MB687A,,,SP_MB687A3,,,19s,band,pfsb,,,,,,16,16,905302,L0092377,,C1367813,SP_MB687A,SP_MB687A3,,,M.31..MB687_A1,
174,174,,1740,YR,"0,75",br,P1223512,SP_MB687A,,,SP_MB687A3,,,19s,band,pfsb,,,,,,16,16,905302,L0092377,,C1367813,SP_MB687A,SP_MB687A3,,,M.31..MB687_A1,
179,179,,730,YR,"0,5",br bl,R666166,SP_MB687C,,,MB687C,1,1008764,29,band,pfsb,,,,,,16,,905031,L0777137,,C2132509,SP_MB687C,MB687C,,,M.31..MB687_C1,
182,182,,530,YR,1,br ge,P1223507,SP_MB638B1,,,SP_MB638B,,,01b,BM638R,band,,,,,,16,16,905633,L0092389,,C1553671,SP_MB638B1,SP_MB638B,V1202239,3,M.31..MB638_B1,
185,185,,1440,YR,"0,35",or br,R666166,SP_CANKL1,,,SP_CANKL,,,29,VL031R,band,L0225884,C2132592,,,,16,16,950189,L0092550,,C1826481,SP_CANKL1,SP_CANKL,,,D.CAN_K_L..,SIGNAL
186,186,,1440,YR,"0,35",or gn,R666166,SP_CANKH,,,SP_CANKH1,,,29,VL031R,band,L0225884,C2132592,,,,16,16,950180,L0092548,,C2132486,SP_CANKH,SP_CANKH1,,,D.CAN_K_H..,SIGNAL
203,203,,1120,YR,1,br ws,P1223507,SP_MB639C2,,,SP_MB639C1,,,02c,BG639C,band,,,,,,16,16,905640,L0092393,,C2223420,SP_MB639C2,SP_MB639C1,V1201089,17,M.31..MB639_C1,
204,204,,940,YR,"2,5",br ge,P1223507,PSIR,16,2820,SP_MB638B,,,01b,BM638R,band,,,,,,,16,906533,L0777144,,C1364638,PSIR,SP_MB638B,V1202239,3,M.31..MB638_B1,
205,205,,1240,YR,"2,5",br ws,P1223507,SP_MB639C,,,PSIL,16,2820,02b,band,pfsb,,,,,,16,,906540,L0777145,,C1364639,SP_MB639C,PSIL,,,M.31..MB639_C1,
206,206,,650,YR,"0,35",br,R666166,SP_MB687A1,,,PMI2,13,800,29,band,pfsb,,,,,,16,,950002,L0496231,,C1569941,SP_MB687A1,PMI2,,,M.31..MB687_A1,SIGNAL
85a,85a,,2060,YR,"0,35",vi ws,P1223507,PASR,38,1060,PBSR,11,1060,05b,band,pfsb,,,,,,,,950159,L0517890,,C0422134,PASR,PBSR,,,D.LIN_BUS..TSG_Re,SIGNAL
89a,89a,SL001R,2800,FLS,"0,35",br gr,P1223507,PDG,14,70108,ICAS1A,24,24148,04b,SL001R,band,,,,,,5,"3,6",,,L0735891,,PDG,ICAS1A,V1201605,7,D.CAN_DIAG_L..,SIGNAL
102a,102a,,2080,YR,"0,35",vi ws,P1223507,PASL,38,1060,PBSL,11,1060,04b,band,pfsb,,,,,,,,950159,L0517890,,C0510098,PASL,PBSL,,,D.LIN_BUS..TSG_Li,SIGNAL
104a,104a,SL001R,2800,FLS,"0,35",rt gr,P1223507,ICAS1A,25,24148,PDG,6,70108,04b,SL001R,band,,,,,,"3,6",5,,,L0735891,,ICAS1A,PDG,V1201605,7,D.CAN_DIAG_H..,SIGNAL
5501,5501,,2740,YR,"0,35",ge rt,P1223032,PTIR7,1,1060,PMI2,7,800,10b,band,ende,,,,,,,,950126,L0714716,,C2131571,PTIR7,PMI2,,,S.SIGNAL..PB_SW1_J104_A17,SIGNAL
5501,5501,,2740,YR,"0,35",ge rt,P1223033,PTIR7,1,1060,PMI2,7,800,10b,band,ende,,,,,,,,950126,L0714716,,C2131571,PTIR7,PMI2,,,S.SIGNAL..PB_SW1_J104_A17,SIGNAL
5501,5501,,2740,YR,"0,35",ge rt,P1223034,PTIR7,1,1060,PMI2,7,800,10b,band,ende,,,,,,,,950126,L0714716,,C2131571,PTIR7,PMI2,,,S.SIGNAL..PB_SW1_J104_A17,SIGNAL
5501,5501,,2740,YR,"0,35",ge rt,P1223035,PTIR7,1,1060,PMI2,7,800,10b,band,ende,,,,,,,,950126,L0714716,,C2131571,PTIR7,PMI2,,,S.SIGNAL..PB_SW1_J104_A17,SIGNAL
5501,5501,,2740,YR,"0,35",ge rt,P1223036,PTIR7,1,1060,PMI2,7,800,10b,band,ende,,,,,,,,950126,L0714716,,C2131571,PTIR7,PMI2,,,S.SIGNAL..PB_SW1_J104_A17,SIGNAL
5501,5501,,2740,YR,"0,35",ge rt,P1223044,PTIR7,1,1060,PMI2,7,800,10b,band,ende,,,,,,,,950126,L0714716,,C2131571,PTIR7,PMI2,,,S.SIGNAL..PB_SW1_J104_A17,SIGNAL
5501,5501,,2740,YR,"0,35",ge rt,P1223045,PTIR7,1,1060,PMI2,7,800,10b,band,ende,,,,,,,,950126,L0714716,,C2131571,PTIR7,PMI2,,,S.SIGNAL..PB_SW1_J104_A17,SIGNAL
5501,5501,,2740,YR,"0,35",ge rt,P1223048,PTIR7,1,1060,PMI2,7,800,10b,band,ende,,,,,,,,950126,L0714716,,C2131571,PTIR7,PMI2,,,S.SIGNAL..PB_SW1_J104_A17,SIGNAL
5501,5501,,2740,YR,"0,35",ge rt,P1223049,PTIR7,1,1060,PMI2,7,800,10b,band,ende,,,,,,,,950126,L0714716,,C2131571,PTIR7,PMI2,,,S.SIGNAL..PB_SW1_J104_A17,SIGNAL
5501,5501,,2740,YR,"0,35",ge rt,P1223052,PTIR7,1,1060,PMI2,7,800,10b,band,pfsb,,,,,,,,950126,L0714716,,C2131571,PTIR7,PMI2,,,S.SIGNAL..PB_SW1_J104_A17,SIGNAL
5501,5501,,2740,YR,"0,35",ge rt,P1223053,PTIR7,1,1060,PMI2,7,800,10b,band,ende,,,,,,,,950126,L0714716,,C2131571,PTIR7,PMI2,,,S.SIGNAL..PB_SW1_J104_A17,SIGNAL
5501,5501,,2740,YR,"0,35",ge rt,P1223037,PTIR7,1,1060,PMI2,7,800,10b,band,ende,,,,,,,,950126,L0714716,,C2131571,PTIR7,PMI2,,,S.SIGNAL..PB_SW1_J104_A17,SIGNAL
5502,5502,,2700,YR,"0,35",ge vi,P1223032,PTIR7,2,1060,PMI2,8,800,10b,band,ende,,,,,,,,950149,L0714717,,C1527800,PTIR7,PMI2,,,S.SIGNAL..PB_SW2_J104_A18,SIGNAL
5502,5502,,2700,YR,"0,35",ge vi,P1223033,PTIR7,2,1060,PMI2,8,800,10b,band,ende,,,,,,,,950149,L0714717,,C1527800,PTIR7,PMI2,,,S.SIGNAL..PB_SW2_J104_A18,SIGNAL
5502,5502,,2700,YR,"0,35",ge vi,P1223034,PTIR7,2,1060,PMI2,8,800,10b,band,ende,,,,,,,,950149,L0714717,,C1527800,PTIR7,PMI2,,,S.SIGNAL..PB_SW2_J104_A18,SIGNAL
5502,5502,,2700,YR,"0,35",ge vi,P1223035,PTIR7,2,1060,PMI2,8,800,10b,band,ende,,,,,,,,950149,L0714717,,C1527800,PTIR7,PMI2,,,S.SIGNAL..PB_SW2_J104_A18,SIGNAL
5502,5502,,2700,YR,"0,35",ge vi,P1223036,PTIR7,2,1060,PMI2,8,800,10b,band,ende,,,,,,,,950149,L0714717,,C1527800,PTIR7,PMI2,,,S.SIGNAL..PB_SW2_J104_A18,SIGNAL
5502,5502,,2700,YR,"0,35",ge vi,P1223037,PTIR7,2,1060,PMI2,8,800,10b,band,ende,,,,,,,,950149,L0714717,,C1527800,PTIR7,PMI2,,,S.SIGNAL..PB_SW2_J104_A18,SIGNAL
5502,5502,,2700,YR,"0,35",ge vi,P1223053,PTIR7,2,1060,PMI2,8,800,10b,band,ende,,,,,,,,950149,L0714717,,C1527800,PTIR7,PMI2,,,S.SIGNAL..PB_SW2_J104_A18,SIGNAL
5502,5502,,2700,YR,"0,35",ge vi,P1223048,PTIR7,2,1060,PMI2,8,800,10b,band,ende,,,,,,,,950149,L0714717,,C1527800,PTIR7,PMI2,,,S.SIGNAL..PB_SW2_J104_A18,SIGNAL
5502,5502,,2700,YR,"0,35",ge vi,P1223049,PTIR7,2,1060,PMI2,8,800,10b,band,ende,,,,,,,,950149,L0714717,,C1527800,PTIR7,PMI2,,,S.SIGNAL..PB_SW2_J104_A18,SIGNAL
5502,5502,,2700,YR,"0,35",ge vi,P1223044,PTIR7,2,1060,PMI2,8,800,10b,band,ende,,,,,,,,950149,L0714717,,C1527800,PTIR7,PMI2,,,S.SIGNAL..PB_SW2_J104_A18,SIGNAL
5502,5502,,2700,YR,"0,35",ge vi,P1223045,PTIR7,2,1060,PMI2,8,800,10b,band,ende,,,,,,,,950149,L0714717,,C1527800,PTIR7,PMI2,,,S.SIGNAL..PB_SW2_J104_A18,SIGNAL
5502,5502,,2700,YR,"0,35",ge vi,P1223052,PTIR7,2,1060,PMI2,8,800,10b,band,pfsb,,,,,,,,950149,L0714717,,C1527800,PTIR7,PMI2,,,S.SIGNAL..PB_SW2_J104_A18,SIGNAL
5503,5503,,2740,YR,"0,35",ge bl,P1223032,PTIR7,3,1060,PMI2,9,800,10b,band,ende,,,,,,,,950106,L0714718,,C2131573,PTIR7,PMI2,,,S.SIGNAL..PB_SW3_J104_A19,SIGNAL
5503,5503,,2740,YR,"0,35",ge bl,P1223033,PTIR7,3,1060,PMI2,9,800,10b,band,ende,,,,,,,,950106,L0714718,,C2131573,PTIR7,PMI2,,,S.SIGNAL..PB_SW3_J104_A19,SIGNAL
5503,5503,,2740,YR,"0,35",ge bl,P1223034,PTIR7,3,1060,PMI2,9,800,10b,band,ende,,,,,,,,950106,L0714718,,C2131573,PTIR7,PMI2,,,S.SIGNAL..PB_SW3_J104_A19,SIGNAL
5503,5503,,2740,YR,"0,35",ge bl,P1223035,PTIR7,3,1060,PMI2,9,800,10b,band,ende,,,,,,,,950106,L0714718,,C2131573,PTIR7,PMI2,,,S.SIGNAL..PB_SW3_J104_A19,SIGNAL
5503,5503,,2740,YR,"0,35",ge bl,P1223037,PTIR7,3,1060,PMI2,9,800,10b,band,ende,,,,,,,,950106,L0714718,,C2131573,PTIR7,PMI2,,,S.SIGNAL..PB_SW3_J104_A19,SIGNAL
5503,5503,,2740,YR,"0,35",ge bl,P1223044,PTIR7,3,1060,PMI2,9,800,10b,band,ende,,,,,,,,950106,L0714718,,C2131573,PTIR7,PMI2,,,S.SIGNAL..PB_SW3_J104_A19,SIGNAL
5503,5503,,2740,YR,"0,35",ge bl,P1223045,PTIR7,3,1060,PMI2,9,800,10b,band,ende,,,,,,,,950106,L0714718,,C2131573,PTIR7,PMI2,,,S.SIGNAL..PB_SW3_J104_A19,SIGNAL
5503,5503,,2740,YR,"0,35",ge bl,P1223048,PTIR7,3,1060,PMI2,9,800,10b,band,ende,,,,,,,,950106,L0714718,,C2131573,PTIR7,PMI2,,,S.SIGNAL..PB_SW3_J104_A19,SIGNAL
5503,5503,,2740,YR,"0,35",ge bl,P1223049,PTIR7,3,1060,PMI2,9,800,10b,band,ende,,,,,,,,950106,L0714718,,C2131573,PTIR7,PMI2,,,S.SIGNAL..PB_SW3_J104_A19,SIGNAL
5503,5503,,2740,YR,"0,35",ge bl,P1223052,PTIR7,3,1060,PMI2,9,800,10b,band,pfsb,,,,,,,,950106,L0714718,,C2131573,PTIR7,PMI2,,,S.SIGNAL..PB_SW3_J104_A19,SIGNAL
5503,5503,,2740,YR,"0,35",ge bl,P1223053,PTIR7,3,1060,PMI2,9,800,10b,band,ende,,,,,,,,950106,L0714718,,C2131573,PTIR7,PMI2,,,S.SIGNAL..PB_SW3_J104_A19,SIGNAL
5503,5503,,2740,YR,"0,35",ge bl,P1223036,PTIR7,3,1060,PMI2,9,800,10b,band,ende,,,,,,,,950106,L0714718,,C2131573,PTIR7,PMI2,,,S.SIGNAL..PB_SW3_J104_A19,SIGNAL
5504,5504,,2700,YR,"0,35",ge gn,P1223032,PTIR7,4,1060,PMI2,10,800,10b,band,ende,,,,,,,,950118,L0714719,,C1527802,PTIR7,PMI2,,,S.SIGNAL..PB_SW4_J104_A24,SIGNAL
5504,5504,,2700,YR,"0,35",ge gn,P1223033,PTIR7,4,1060,PMI2,10,800,10b,band,ende,,,,,,,,950118,L0714719,,C1527802,PTIR7,PMI2,,,S.SIGNAL..PB_SW4_J104_A24,SIGNAL
5504,5504,,2700,YR,"0,35",ge gn,P1223036,PTIR7,4,1060,PMI2,10,800,10b,band,ende,,,,,,,,950118,L0714719,,C1527802,PTIR7,PMI2,,,S.SIGNAL..PB_SW4_J104_A24,SIGNAL
5504,5504,,2700,YR,"0,35",ge gn,P1223037,PTIR7,4,1060,PMI2,10,800,10b,band,ende,,,,,,,,950118,L0714719,,C1527802,PTIR7,PMI2,,,S.SIGNAL..PB_SW4_J104_A24,SIGNAL
5504,5504,,2700,YR,"0,35",ge gn,P1223044,PTIR7,4,1060,PMI2,10,800,10b,band,ende,,,,,,,,950118,L0714719,,C1527802,PTIR7,PMI2,,,S.SIGNAL..PB_SW4_J104_A24,SIGNAL
5504,5504,,2700,YR,"0,35",ge gn,P1223045,PTIR7,4,1060,PMI2,10,800,10b,band,ende,,,,,,,,950118,L0714719,,C1527802,PTIR7,PMI2,,,S.SIGNAL..PB_SW4_J104_A24,SIGNAL
5504,5504,,2700,YR,"0,35",ge gn,P1223048,PTIR7,4,1060,PMI2,10,800,10b,band,ende,,,,,,,,950118,L0714719,,C1527802,PTIR7,PMI2,,,S.SIGNAL..PB_SW4_J104_A24,SIGNAL
5504,5504,,2700,YR,"0,35",ge gn,P1223049,PTIR7,4,1060,PMI2,10,800,10b,band,ende,,,,,,,,950118,L0714719,,C1527802,PTIR7,PMI2,,,S.SIGNAL..PB_SW4_J104_A24,SIGNAL
5504,5504,,2700,YR,"0,35",ge gn,P1223052,PTIR7,4,1060,PMI2,10,800,10b,band,pfsb,,,,,,,,950118,L0714719,,C1527802,PTIR7,PMI2,,,S.SIGNAL..PB_SW4_J104_A24,SIGNAL
5504,5504,,2700,YR,"0,35",ge gn,P1223053,PTIR7,4,1060,PMI2,10,800,10b,band,ende,,,,,,,,950118,L0714719,,C1527802,PTIR7,PMI2,,,S.SIGNAL..PB_SW4_J104_A24,SIGNAL
5504,5504,,2700,YR,"0,35",ge gn,P1223034,PTIR7,4,1060,PMI2,10,800,10b,band,ende,,,,,,,,950118,L0714719,,C1527802,PTIR7,PMI2,,,S.SIGNAL..PB_SW4_J104_A24,SIGNAL
5504,5504,,2700,YR,"0,35",ge gn,P1223035,PTIR7,4,1060,PMI2,10,800,10b,band,ende,,,,,,,,950118,L0714719,,C1527802,PTIR7,PMI2,,,S.SIGNAL..PB_SW4_J104_A24,SIGNAL
5505,5505,,2740,YR,"0,35",ws ge,P1223034,PTIR7,8,1060,PMI2,11,800,10b,band,ende,,,,,,,,950113,L0714720,,C2131575,PTIR7,PMI2,,,X.58xd..EPB_J104_A36,SIGNAL
5505,5505,,2740,YR,"0,35",ws ge,P1223035,PTIR7,8,1060,PMI2,11,800,10b,band,ende,,,,,,,,950113,L0714720,,C2131575,PTIR7,PMI2,,,X.58xd..EPB_J104_A36,SIGNAL
5505,5505,,2740,YR,"0,35",ws ge,P1223036,PTIR7,8,1060,PMI2,11,800,10b,band,ende,,,,,,,,950113,L0714720,,C2131575,PTIR7,PMI2,,,X.58xd..EPB_J104_A36,SIGNAL
5505,5505,,2740,YR,"0,35",ws ge,P1223037,PTIR7,8,1060,PMI2,11,800,10b,band,ende,,,,,,,,950113,L0714720,,C2131575,PTIR7,PMI2,,,X.58xd..EPB_J104_A36,SIGNAL
5505,5505,,2740,YR,"0,35",ws ge,P1223044,PTIR7,8,1060,PMI2,11,800,10b,band,ende,,,,,,,,950113,L0714720,,C2131575,PTIR7,PMI2,,,X.58xd..EPB_J104_A36,SIGNAL
5505,5505,,2740,YR,"0,35",ws ge,P1223045,PTIR7,8,1060,PMI2,11,800,10b,band,ende,,,,,,,,950113,L0714720,,C2131575,PTIR7,PMI2,,,X.58xd..EPB_J104_A36,SIGNAL
5505,5505,,2740,YR,"0,35",ws ge,P1223048,PTIR7,8,1060,PMI2,11,800,10b,band,ende,,,,,,,,950113,L0714720,,C2131575,PTIR7,PMI2,,,X.58xd..EPB_J104_A36,SIGNAL
5505,5505,,2740,YR,"0,35",ws ge,P1223049,PTIR7,8,1060,PMI2,11,800,10b,band,ende,,,,,,,,950113,L0714720,,C2131575,PTIR7,PMI2,,,X.58xd..EPB_J104_A36,SIGNAL
5505,5505,,2740,YR,"0,35",ws ge,P1223052,PTIR7,8,1060,PMI2,11,800,10b,band,pfsb,,,,,,,,950113,L0714720,,C2131575,PTIR7,PMI2,,,X.58xd..EPB_J104_A36,SIGNAL
5505,5505,,2740,YR,"0,35",ws ge,P1223053,PTIR7,8,1060,PMI2,11,800,10b,band,ende,,,,,,,,950113,L0714720,,C2131575,PTIR7,PMI2,,,X.58xd..EPB_J104_A36,SIGNAL
5505,5505,,2740,YR,"0,35",ws ge,P1223032,PTIR7,8,1060,PMI2,11,800,10b,band,ende,,,,,,,,950113,L0714720,,C2131575,PTIR7,PMI2,,,X.58xd..EPB_J104_A36,SIGNAL
5505,5505,,2740,YR,"0,35",ws ge,P1223033,PTIR7,8,1060,PMI2,11,800,10b,band,ende,,,,,,,,950113,L0714720,,C2131575,PTIR7,PMI2,,,X.58xd..EPB_J104_A36,SIGNAL
5506,5506,,630,YR,"0,35",gr,P1223032,SP_58XT,,,PMI2,12,800,19s,band,ende,,,,,,16,,950000,L0522760,,C0723684,SP_58XT,PMI2,,,V.58xs..SAM_C53,SIGNAL
5506,5506,,630,YR,"0,35",gr,P1223033,SP_58XT,,,PMI2,12,800,19s,band,ende,,,,,,16,,950000,L0522760,,C0723684,SP_58XT,PMI2,,,V.58xs..SAM_C53,SIGNAL
5506,5506,,630,YR,"0,35",gr,P1223034,SP_58XT,,,PMI2,12,800,19s,band,ende,,,,,,16,,950000,L0522760,,C0723684,SP_58XT,PMI2,,,V.58xs..SAM_C53,SIGNAL
5506,5506,,630,YR,"0,35",gr,P1223035,SP_58XT,,,PMI2,12,800,19s,band,ende,,,,,,16,,950000,L0522760,,C0723684,SP_58XT,PMI2,,,V.58xs..SAM_C53,SIGNAL
5506,5506,,630,YR,"0,35",gr,P1223036,SP_58XT,,,PMI2,12,800,19s,band,ende,,,,,,16,,950000,L0522760,,C0723684,SP_58XT,PMI2,,,V.58xs..SAM_C53,SIGNAL
5506,5506,,630,YR,"0,35",gr,P1223037,SP_58XT,,,PMI2,12,800,19s,band,ende,,,,,,16,,950000,L0522760,,C0723684,SP_58XT,PMI2,,,V.58xs..SAM_C53,SIGNAL
5506,5506,,630,YR,"0,35",gr,P1223044,SP_58XT,,,PMI2,12,800,19s,band,ende,,,,,,16,,950000,L0522760,,C0723684,SP_58XT,PMI2,,,V.58xs..SAM_C53,SIGNAL
5506,5506,,630,YR,"0,35",gr,P1223045,SP_58XT,,,PMI2,12,800,19s,band,ende,,,,,,16,,950000,L0522760,,C0723684,SP_58XT,PMI2,,,V.58xs..SAM_C53,SIGNAL
5506,5506,,630,YR,"0,35",gr,P1223048,SP_58XT,,,PMI2,12,800,19s,band,ende,,,,,,16,,950000,L0522760,,C0723684,SP_58XT,PMI2,,,V.58xs..SAM_C53,SIGNAL
5506,5506,,630,YR,"0,35",gr,P1223049,SP_58XT,,,PMI2,12,800,19s,band,ende,,,,,,16,,950000,L0522760,,C0723684,SP_58XT,PMI2,,,V.58xs..SAM_C53,SIGNAL
5506,5506,,630,YR,"0,35",gr,P1223052,SP_58XT,,,PMI2,12,800,19s,band,pfsb,,,,,,16,,950000,L0522760,,C0723684,SP_58XT,PMI2,,,V.58xs..SAM_C53,SIGNAL
5506,5506,,630,YR,"0,35",gr,P1223053,SP_58XT,,,PMI2,12,800,19s,band,ende,,,,,,16,,950000,L0522760,,C0723684,SP_58XT,PMI2,,,V.58xs..SAM_C53,SIGNAL
5507,5507,,1270,YR,"0,35",gr,P1223032,SP_58XT,,,QSAC,35,24148,19s,band,ende,,,,,,16,,950000,L0460981,,C0240748,SP_58XT,QSAC,,,V.58xs..SAM_C53,SIGNAL
5507,5507,,1270,YR,"0,35",gr,P1223033,SP_58XT,,,QSAC,35,24148,19s,band,ende,,,,,,16,,950000,L0460981,,C0240748,SP_58XT,QSAC,,,V.58xs..SAM_C53,SIGNAL
5507,5507,,1270,YR,"0,35",gr,P1223034,SP_58XT,,,QSAC,35,24148,19s,band,ende,,,,,,16,,950000,L0460981,,C0240748,SP_58XT,QSAC,,,V.58xs..SAM_C53,SIGNAL
5507,5507,,1270,YR,"0,35",gr,P1223035,SP_58XT,,,QSAC,35,24148,19s,band,ende,,,,,,16,,950000,L0460981,,C0240748,SP_58XT,QSAC,,,V.58xs..SAM_C53,SIGNAL
5507,5507,,1270,YR,"0,35",gr,P1223036,SP_58XT,,,QSAC,35,24148,19s,band,ende,,,,,,16,,950000,L0460981,,C0240748,SP_58XT,QSAC,,,V.58xs..SAM_C53,SIGNAL
5507,5507,,1270,YR,"0,35",gr,P1223037,SP_58XT,,,QSAC,35,24148,19s,band,ende,,,,,,16,,950000,L0460981,,C0240748,SP_58XT,QSAC,,,V.58xs..SAM_C53,SIGNAL
5507,5507,,1270,YR,"0,35",gr,P1223044,SP_58XT,,,QSAC,35,24148,19s,band,ende,,,,,,16,,950000,L0460981,,C0240748,SP_58XT,QSAC,,,V.58xs..SAM_C53,SIGNAL
5507,5507,,1270,YR,"0,35",gr,P1223045,SP_58XT,,,QSAC,35,24148,19s,band,ende,,,,,,16,,950000,L0460981,,C0240748,SP_58XT,QSAC,,,V.58xs..SAM_C53,SIGNAL
5507,5507,,1270,YR,"0,35",gr,P1223048,SP_58XT,,,QSAC,35,24148,19s,band,ende,,,,,,16,,950000,L0460981,,C0240748,SP_58XT,QSAC,,,V.58xs..SAM_C53,SIGNAL
5507,5507,,1270,YR,"0,35",gr,P1223049,SP_58XT,,,QSAC,35,24148,19s,band,ende,,,,,,16,,950000,L0460981,,C0240748,SP_58XT,QSAC,,,V.58xs..SAM_C53,SIGNAL
5507,5507,,1270,YR,"0,35",gr,P1223052,SP_58XT,,,QSAC,35,24148,19s,band,pfsb,,,,,,16,,950000,L0460981,,C0240748,SP_58XT,QSAC,,,V.58xs..SAM_C53,SIGNAL
5507,5507,,1270,YR,"0,35",gr,P1223053,SP_58XT,,,QSAC,35,24148,19s,band,ende,,,,,,16,,950000,L0460981,,C0240748,SP_58XT,QSAC,,,V.58xs..SAM_C53,SIGNAL
5508,5508,,1660,YR,"0,35",rt gn,R670182,SP_30F44,,,PMI2,14,800,29,band,ende,,,,,,16,,950169,L0698344,,C2131597,SP_30F44,PMI2,,,V.30A..LVI_F44,SIGNAL
7501,7501,SL055R,650,FLS,"0,35",or br,P1222371,SP_CANAL,,,PMI2,5,800,10u,SL055R,band,,,,,,16,"3,3",,,L0715636,,SP_CANAL,PMI2,V1201659,9,D.CAN_A_L..FD,SIGNAL
7501,7501,SL055R,650,FLS,"0,35",or br,P1222372,SP_CANAL,,,PMI2,5,800,10u,SL055R,band,,,,,,16,"3,3",,,L0715636,,SP_CANAL,PMI2,V1201659,9,D.CAN_A_L..FD,SIGNAL
7501,7501,SL055R,650,FLS,"0,35",or br,P1222373,SP_CANAL,,,PMI2,5,800,10u,SL055R,band,,,,,,16,"3,3",,,L0715636,,SP_CANAL,PMI2,V1201659,9,D.CAN_A_L..FD,SIGNAL
7501,7501,SL055R,650,FLS,"0,35",or br,P1222374,SP_CANAL,,,PMI2,5,800,10u,SL055R,band,,,,,,16,"3,3",,,L0715636,,SP_CANAL,PMI2,V1201659,9,D.CAN_A_L..FD,SIGNAL
7501,7501,SL055R,650,FLS,"0,35",or br,P1222375,SP_CANAL,,,PMI2,5,800,10u,SL055R,band,,,,,,16,"3,3",,,L0715636,,SP_CANAL,PMI2,V1201659,9,D.CAN_A_L..FD,SIGNAL
7501,7501,SL055R,650,FLS,"0,35",or br,P1222378,SP_CANAL,,,PMI2,5,800,10u,SL055R,band,,,,,,16,"3,3",,,L0715636,,SP_CANAL,PMI2,V1201659,9,D.CAN_A_L..FD,SIGNAL
7501,7501,SL055R,650,FLS,"0,35",or br,P1222376,SP_CANAL,,,PMI2,5,800,10u,SL055R,band,,,,,,16,"3,3",,,L0715636,,SP_CANAL,PMI2,V1201659,9,D.CAN_A_L..FD,SIGNAL
7501,7501,SL055R,650,FLS,"0,35",or br,P1222377,SP_CANAL,,,PMI2,5,800,10u,SL055R,band,,,,,,16,"3,3",,,L0715636,,SP_CANAL,PMI2,V1201659,9,D.CAN_A_L..FD,SIGNAL
7502,7502,SL055R,650,FLS,"0,35",sw,P1222371,SP_CANAH,,,PMI2,6,800,10u,SL055R,band,,,,,,16,"3,3",,,L0715636,,SP_CANAH,PMI2,V1201659,9,D.CAN_A_H..FD,SIGNAL
7502,7502,SL055R,650,FLS,"0,35",sw,P1222372,SP_CANAH,,,PMI2,6,800,10u,SL055R,band,,,,,,16,"3,3",,,L0715636,,SP_CANAH,PMI2,V1201659,9,D.CAN_A_H..FD,SIGNAL
7502,7502,SL055R,650,FLS,"0,35",sw,P1222375,SP_CANAH,,,PMI2,6,800,10u,SL055R,band,,,,,,16,"3,3",,,L0715636,,SP_CANAH,PMI2,V1201659,9,D.CAN_A_H..FD,SIGNAL
7502,7502,SL055R,650,FLS,"0,35",sw,P1222376,SP_CANAH,,,PMI2,6,800,10u,SL055R,band,,,,,,16,"3,3",,,L0715636,,SP_CANAH,PMI2,V1201659,9,D.CAN_A_H..FD,SIGNAL
7502,7502,SL055R,650,FLS,"0,35",sw,P1222377,SP_CANAH,,,PMI2,6,800,10u,SL055R,band,,,,,,16,"3,3",,,L0715636,,SP_CANAH,PMI2,V1201659,9,D.CAN_A_H..FD,SIGNAL
7502,7502,SL055R,650,FLS,"0,35",sw,P1222378,SP_CANAH,,,PMI2,6,800,10u,SL055R,band,,,,,,16,"3,3",,,L0715636,,SP_CANAH,PMI2,V1201659,9,D.CAN_A_H..FD,SIGNAL
7502,7502,SL055R,650,FLS,"0,35",sw,P1222373,SP_CANAH,,,PMI2,6,800,10u,SL055R,band,,,,,,16,"3,3",,,L0715636,,SP_CANAH,PMI2,V1201659,9,D.CAN_A_H..FD,SIGNAL
